id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
36610,Morera,15/06/2011 10:09,Bajo (2 - 4 mts),26,Mediano,-68.8575535913,-32.8829120604,7,Residencial Parque,1786336.08966,0,Bajo
549,Morera,08/03/2012 16:56,Medio (4 - 8 mts),160,Grande,-68.8206068619,-32.8679405681,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
6360,Morera,29/06/2011 09:41,Alto (> 8 mts),125,Grande,-68.8526045155,-32.891152045,5,Residencial Sur,2423808.92355,0,Alto
19587,Morera,11/07/2011 10:19,Alto (> 8 mts),60,Mediano,-68.8359995078,-32.872148798,4,Cuarta Oeste,1173332.70145,0,Medio
32875,Morera,10/06/2011 10:35,Alto (> 8 mts),170,Grande,-68.850560309,-32.8853632311,5,Residencial Sur,2423808.92355,1,Muy alto
39237,Morera,29/12/2010 09:38,Alto (> 8 mts),170,Grande,-68.8543859481,-32.8715795699,6,Residencial Norte,2694682.37982,0,Muy alto
35687,Fresno europeo,17/03/2011 13:20,Medio (4 - 8 mts),140,Grande,-68.8547352981,-32.8743542384,6,Residencial Norte,2694682.37982,0,Alto
8854,Paraiso,01/02/2011 12:46,Medio (4 - 8 mts),140,Grande,-68.8540899023,-32.8666772599,6,Residencial Norte,2694682.37982,0,Alto
21129,Paraiso,21/06/2011 09:31,Alto (> 8 mts),138,Grande,-68.8623958873,-32.8990351856,5,Residencial Sur,2423808.92355,0,Alto
43028,Fresno americano,04/10/2011 11:36,Bajo (2 - 4 mts),62,Grande,-68.8323519701,-32.8777436597,4,Cuarta Este Área Fundacional,1822015.85685,0,Medio
32796,Fresno europeo,14/07/2011 09:48,Medio (4 - 8 mts),73,Grande,-68.8520352787,-32.8851135029,5,Residencial Sur,2423808.92355,0,Medio
33486,Fresno europeo,16/06/2011 09:42,Alto (> 8 mts),147,Grande,-68.8559817425,-32.8896226929,5,Residencial Sur,2423808.92355,0,Alto
2634,Morera,21/10/2011 19:20,Muy bajo (1 - 2 mts),8,Chico,-68.8351090426,-32.8807217986,1,Parque Central,1655357.93265,0,Bajo
20934,Morera,30/05/2011 09:35,Alto (> 8 mts),105,Grande,-68.8619648762,-32.8955568892,5,Residencial Sur,2423808.92355,0,Medio
34266,Fresno europeo,04/03/2011 10:21,Muy bajo (1 - 2 mts),4,Chico,-68.8526905655,-32.8740148841,6,Residencial Norte,2694682.37982,0,Bajo
23498,Fresno europeo,21/01/2011 13:32,Alto (> 8 mts),117,Grande,-68.8480306228,-32.9030335969,2,Barrio Civico,2366816.36021,0,Alto
4057,Pltano,04/10/2011 09:29,Alto (> 8 mts),140,Grande,-68.8293047615,-32.8790346336,4,Cuarta Este Área Fundacional,1822015.85685,0,Alto
34709,Caducifolio,01/04/2011 11:41,Bajo (2 - 4 mts),40,Mediano,-68.8504671286,-32.8771783532,6,Residencial Norte,2694682.37982,0,Bajo
25509,Morera,17/02/2011 15:09,Medio (4 - 8 mts),122,Grande,-68.8393963084,-32.9016133434,2,Barrio Civico,2366816.36021,1,Alto
24371,Fresno europeo,26/01/2011 09:17,Alto (> 8 mts),170,Grande,-68.845071449,-32.9020932899,2,Barrio Civico,2366816.36021,0,Muy alto
6224,Pltano,11/04/2011 15:32,Medio (4 - 8 mts),24,Mediano,-68.839172090899993,-32.8862529035,3,Parque O'Higgins,1531146.02653,0,Bajo
6983,Perenne,30/05/2011 10:23,Bajo (2 - 4 mts),100,Grande,-68.8620659761,-32.8966696531,5,Residencial Sur,2423808.92355,0,Medio
7362,Fresno europeo,24/06/2011 09:24,Medio (4 - 8 mts),88,Grande,-68.8613629422,-32.9010799963,5,Residencial Sur,2423808.92355,0,Medio
11444,Paraiso,01/02/2011 14:38,Medio (4 - 8 mts),72,Grande,-68.8502914659,-32.9025827663,2,Barrio Civico,2366816.36021,0,Medio
34226,Morera,23/03/2011 10:28,Medio (4 - 8 mts),140,Grande,-68.8522933754,-32.8750549705,6,Residencial Norte,2694682.37982,0,Alto
38051,Fresno europeo,07/12/2010 11:14,Alto (> 8 mts),120,Grande,-68.8469390417,-32.8711029908,6,Residencial Norte,2694682.37982,0,Alto
38091,Fresno europeo,06/12/2010 11:28,Alto (> 8 mts),150,Grande,-68.8477254295,-32.8726854004,6,Residencial Norte,2694682.37982,0,Alto
39595,Pltano,25/10/2010 10:06,Alto (> 8 mts),180,Grande,-68.8475517248,-32.8687901712,6,Residencial Norte,2694682.37982,0,Muy alto
33958,Morera,24/05/2011 11:01,Alto (> 8 mts),180,Grande,-68.8522205106,-32.885001206,5,Residencial Sur,2423808.92355,1,Muy alto
36381,Fresno europeo,17/03/2011 09:52,Medio (4 - 8 mts),76,Grande,-68.8530885997,-32.878611916,6,Residencial Norte,2694682.37982,0,Medio
18027,Morera,29/07/2011 13:25,Alto (> 8 mts),178,Grande,-68.8405068476,-32.8671797978,4,Cuarta Oeste,1173332.70145,0,Muy alto
11305,Fresno europeo,13/01/2011 17:53,Medio (4 - 8 mts),48,Mediano,-68.8476578952,-32.9007910617,2,Barrio Civico,2366816.36021,0,Bajo
7633,Fresno europeo,17/06/2011 15:40,Muy bajo (1 - 2 mts),16,Chico,-68.8551522476,-32.883672963,5,Residencial Sur,2423808.92355,0,Bajo
21277,Morera,13/06/2011 12:38,Alto (> 8 mts),123,Grande,-68.8522522969,-32.8961230765,5,Residencial Sur,2423808.92355,0,Alto
38031,Fresno europeo,07/12/2010 09:39,Alto (> 8 mts),130,Grande,-68.8474866296,-32.8719879511,6,Residencial Norte,2694682.37982,0,Alto
44797,Olmo bola,23/08/2011 12:17,Medio (4 - 8 mts),63,Grande,-68.8242738488,-32.8693332963,4,Cuarta Este Área Fundacional,1822015.85685,0,Medio
38311,Paraiso,09/11/2010 11:13,Alto (> 8 mts),180,Grande,-68.8535265046,-32.8702968277,6,Residencial Norte,2694682.37982,0,Muy alto
24737,Morera,17/02/2011 09:31,Medio (4 - 8 mts),40,Mediano,-68.8394206541,-32.8983514506,2,Barrio Civico,2366816.36021,0,Bajo
33299,Acer,24/06/2011 11:15,Alto (> 8 mts),68,Grande,-68.8572052848,-32.8896728477,5,Residencial Sur,2423808.92355,0,Medio
29467,Morera,22/03/2011 08:31,Alto (> 8 mts),180,Grande,-68.8442454633,-32.8935819293,2,Barrio Civico,2366816.36021,0,Muy alto
10614,Paraiso sombrilla,15/03/2011 13:33,Medio (4 - 8 mts),60,Mediano,-68.8583173989,-32.8736243897,6,Residencial Norte,2694682.37982,0,Medio
38772,Morera,01/11/2010 11:31,Alto (> 8 mts),200,Grande,-68.84977568,-32.8695369815,6,Residencial Norte,2694682.37982,0,Muy alto
37782,Paraiso,25/01/2012 08:18,Alto (> 8 mts),130,Grande,-68.8497693952,-32.8728773493,6,Residencial Norte,2694682.37982,0,Alto
15268,Fresno europeo,21/11/2011 12:35,Bajo (2 - 4 mts),25,Mediano,-68.8583042215,-32.8700567992,6,Residencial Norte,2694682.37982,0,Bajo
23245,Morera,30/01/2012 17:44,Medio (4 - 8 mts),110,Grande,-68.8527599487,-32.9020379291,2,Barrio Civico,2366816.36021,0,Alto
25445,Fresno europeo,11/02/2011 08:57,Alto (> 8 mts),154,Grande,-68.8375863566,-32.9002112519,2,Barrio Civico,2366816.36021,0,Alto
34640,Morera,31/03/2011 13:02,Alto (> 8 mts),140,Grande,-68.8488409509,-32.8763993137,6,Residencial Norte,2694682.37982,0,Alto
34900,Fresno europeo,29/03/2011 10:03,Alto (> 8 mts),87,Grande,-68.8519804153,-32.8812807933,1,Parque Central,1655357.93265,0,Medio
37103,Eucalyptus,06/04/2011 14:10,Medio (4 - 8 mts),40,Mediano,-68.8589952592,-32.8761707062,7,Residencial Parque,1786336.08966,0,Bajo
47374,Morera,21/09/2011 11:58,Medio (4 - 8 mts),230,Grande,-68.8290341791,-32.8742126464,4,Cuarta Este Área Fundacional,1822015.85685,1,Muy alto
32486,Fresno europeo,27/05/2011 10:59,Alto (> 8 mts),145,Grande,-68.8532773171,-32.8891805155,5,Residencial Sur,2423808.92355,0,Alto
10846,Morera,17/03/2011 10:25,Medio (4 - 8 mts),60,Mediano,-68.853040272,-32.8778655772,6,Residencial Norte,2694682.37982,0,Medio
13103,Morera,16/02/2011 13:06,Alto (> 8 mts),130,Grande,-68.8463412957,-32.8658938206,4,Cuarta Oeste,1173332.70145,0,Alto
36458,Fresno europeo,18/03/2011 12:53,Alto (> 8 mts),76,Grande,-68.8539158923,-32.8787515789,6,Residencial Norte,2694682.37982,0,Medio
12559,Fresno europeo,11/01/2011 09:50,Alto (> 8 mts),61,Grande,-68.8447034553,-32.8632620646,4,Cuarta Oeste,1173332.70145,0,Medio
45154,Fresno europeo,01/09/2011 09:28,Medio (4 - 8 mts),80,Grande,-68.8243258289,-32.8711492007,4,Cuarta Este Área Fundacional,1822015.85685,0,Medio
9437,Morera,11/02/2011 12:03,Bajo (2 - 4 mts),22,Mediano,-68.856518543,-32.8645657982,6,Residencial Norte,2694682.37982,0,Bajo
6633,Prunas,11/05/2011 11:06,Medio (4 - 8 mts),52,Mediano,-68.8576794926,-32.8928943208,5,Residencial Sur,2423808.92355,0,Bajo
20847,Morera,27/05/2011 09:34,Alto (> 8 mts),148,Grande,-68.8594700976,-32.8948777519,5,Residencial Sur,2423808.92355,0,Alto
14228,Morera,07/12/2011 16:37,Bajo (2 - 4 mts),22,Mediano,-68.8770061808,-32.8659799445,8,Aeroparque,2203364.73622,0,Bajo
20903,Fresno europeo,27/05/2011 09:24,Medio (4 - 8 mts),53,Mediano,-68.8617159965,-32.895254187,5,Residencial Sur,2423808.92355,0,Bajo
42517,Morera,28/09/2011 11:48,Medio (4 - 8 mts),85,Grande,-68.8294223224,-32.876306728,4,Cuarta Este Área Fundacional,1822015.85685,0,Medio
18155,Paraiso,26/07/2011 09:42,Alto (> 8 mts),122,Grande,-68.8402443201,-32.8686741118,4,Cuarta Oeste,1173332.70145,1,Alto
23350,Morera,31/01/2011 16:24,Alto (> 8 mts),138,Grande,-68.8509606044,-32.9016538892,2,Barrio Civico,2366816.36021,0,Alto
35118,Perenne,28/03/2011 10:55,Alto (> 8 mts),128,Grande,-68.8519554875,-32.8806553496,1,Parque Central,1655357.93265,0,Alto
46047,Fresno europeo,19/09/2011 13:30,Medio (4 - 8 mts),175,Grande,-68.8212846711,-32.8728478317,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
16804,Prunas,10/08/2011 07:54,Bajo (2 - 4 mts),40,Mediano,-68.8381572909,-32.8635467366,4,Cuarta Oeste,1173332.70145,0,Bajo
9756,Ailanthus,19/01/2011 09:00,Medio (4 - 8 mts),120,Grande,-68.8456331996,-32.8642248084,4,Cuarta Oeste,1173332.70145,0,Alto
2531,Morera,19/10/2011 12:32,Alto (> 8 mts),150,Grande,-68.8342800995,-32.8880133116,3,Parque O'Higgins,1531146.02653,1,Alto
12402,Morera,21/01/2011 09:31,Alto (> 8 mts),95,Grande,-68.8483304334,-32.8669671695,6,Residencial Norte,2694682.37982,0,Medio
37922,Paraiso,19/11/2010 09:59,Medio (4 - 8 mts),90,Grande,-68.8488038529,-32.8736474951,6,Residencial Norte,2694682.37982,0,Medio
18978,Morera,03/08/2011 15:14,Alto (> 8 mts),80,Grande,-68.8377400475,-32.8698204463,4,Cuarta Oeste,1173332.70145,0,Medio
18131,Morera,27/07/2011 10:14,Medio (4 - 8 mts),89,Grande,-68.8417430995,-32.8692081753,4,Cuarta Oeste,1173332.70145,1,Medio
11870,Morera,02/03/2011 09:37,Alto (> 8 mts),220,Grande,-68.8502500615,-32.8659079264,6,Residencial Norte,2694682.37982,0,Muy alto
21842,Olmo comun,07/06/2011 10:14,Alto (> 8 mts),138,Grande,-68.8569328226,-32.8963909779,5,Residencial Sur,2423808.92355,0,Alto
8301,Morera,02/03/2011 15:12,Alto (> 8 mts),72,Grande,-68.84199644,-32.8936038115,2,Barrio Civico,2366816.36021,0,Medio
10244,Fresno europeo,10/12/2010 10:07,Alto (> 8 mts),140,Grande,-68.8487502766,-32.8724934125,6,Residencial Norte,2694682.37982,0,Alto
20015,Fresno americano,11/08/2011 09:39,Medio (4 - 8 mts),160,Grande,-68.8333213909,-32.8671196652,4,Cuarta Oeste,1173332.70145,0,Muy alto
26475,Paraiso,09/11/2011 09:47,Medio (4 - 8 mts),90,Grande,-68.8316688918,-32.8914451257,3,Parque O'Higgins,1531146.02653,0,Medio
42765,Morera,30/09/2011 15:38,Medio (4 - 8 mts),130,Grande,-68.8308314101,-32.8787401472,4,Cuarta Este Área Fundacional,1822015.85685,1,Alto
27157,Fresno europeo,27/10/2011 09:59,Medio (4 - 8 mts),70,Grande,-68.8371136021,-32.8902842852,3,Parque O'Higgins,1531146.02653,0,Medio
25270,Morera,08/02/2011 10:12,Alto (> 8 mts),120,Grande,-68.8383585258,-32.8993937308,2,Barrio Civico,2366816.36021,0,Alto
46873,Morera,09/09/2011 11:05,Alto (> 8 mts),126,Grande,-68.833379317,-32.8707104697,4,Cuarta Este Área Fundacional,1822015.85685,0,Alto
15977,Tilo,10/08/2011 11:05,Medio (4 - 8 mts),62,Grande,-68.8438955992,-32.8717277522,4,Cuarta Oeste,1173332.70145,0,Medio
40814,Fresno americano,26/04/2011 17:02,Alto (> 8 mts),138,Grande,-68.8396152238,-32.8848627603,1,Parque Central,1655357.93265,0,Alto
13378,Fresno europeo,10/01/2011 12:58,Alto (> 8 mts),55,Mediano,-68.8452364259,-32.8666892541,4,Cuarta Oeste,1173332.70145,0,Bajo
23330,Morera,31/01/2011 15:33,Alto (> 8 mts),160,Grande,-68.8501671121,-32.9015089833,2,Barrio Civico,2366816.36021,1,Muy alto
39847,Morera,03/05/2011 13:14,Alto (> 8 mts),155,Grande,-68.8442308924,-32.8736449986,1,Parque Central,1655357.93265,0,Alto
38162,Pltano,20/10/2010 12:50,Alto (> 8 mts),210,Grande,-68.8463129229,-32.8710895994,6,Residencial Norte,2694682.37982,0,Muy alto
15965,Morera,25/11/2011 10:42,Medio (4 - 8 mts),80,Grande,-68.873200043,-32.8763451254,7,Residencial Parque,1786336.08966,0,Medio
23323,Olmo comun,28/01/2011 14:02,Alto (> 8 mts),142,Grande,-68.850219357,-32.9019669241,2,Barrio Civico,2366816.36021,0,Alto
41655,Morera,03/05/2011 12:00,Alto (> 8 mts),96,Grande,-68.8370077508,-32.8766430145,1,Parque Central,1655357.93265,0,Medio
30340,Acacia SP,04/03/2011 10:23,Alto (> 8 mts),140,Grande,-68.8407392223,-32.8902535186,3,Parque O'Higgins,1531146.02653,0,Alto
17953,Morera,02/08/2011 13:35,Medio (4 - 8 mts),32,Mediano,-68.8376890462,-32.8674776011,4,Cuarta Oeste,1173332.70145,0,Bajo
42299,Morera,03/05/2011 11:42,Alto (> 8 mts),120,Grande,-68.8426953797,-32.8728584645,4,Cuarta Oeste,1173332.70145,0,Alto
28657,Morera,23/02/2011 09:15,Alto (> 8 mts),144,Grande,-68.8487025752,-32.8907292834,2,Barrio Civico,2366816.36021,0,Alto
26639,Acacia SP,02/11/2011 09:56,Medio (4 - 8 mts),110,Grande,-68.8341970901,-32.8911146972,3,Parque O'Higgins,1531146.02653,0,Alto
16937,Morera,16/08/2011 13:26,Alto (> 8 mts),207,Grande,-68.8368422647,-32.865019841,4,Cuarta Oeste,1173332.70145,0,Muy alto
531,Morera,08/03/2012 17:59,Bajo (2 - 4 mts),20,Chico,-68.8214477588,-32.8684996196,4,Cuarta Este Área Fundacional,1822015.85685,0,Bajo
2315,Morera,02/11/2011 10:43,Medio (4 - 8 mts),50,Mediano,-68.8361515085,-32.8946348319,2,Barrio Civico,2366816.36021,1,Bajo
38622,Morera,17/12/2010 13:22,Alto (> 8 mts),220,Grande,-68.852414434,-32.8718351639,6,Residencial Norte,2694682.37982,0,Muy alto
42548,Fresno europeo,28/09/2011 11:10,Muy bajo (1 - 2 mts),15,Chico,-68.8302451943,-32.8754411642,4,Cuarta Este Área Fundacional,1822015.85685,0,Bajo
7453,Fresno europeo,16/06/2011 11:56,Bajo (2 - 4 mts),50,Mediano,-68.8602503859,-32.9003800821,5,Residencial Sur,2423808.92355,0,Bajo
1613,Morera,24/11/2011 10:09,Muy bajo (1 - 2 mts),10,Chico,-68.8715269003,-32.8789250332,7,Residencial Parque,1786336.08966,0,Bajo
12716,Fresno americano,20/01/2011 08:23,Medio (4 - 8 mts),100,Grande,-68.8471706146,-32.8629262537,4,Cuarta Oeste,1173332.70145,0,Medio
32373,Pltano,06/05/2011 09:39,Alto (> 8 mts),143,Grande,-68.8526031715,-32.8916319633,5,Residencial Sur,2423808.92355,0,Alto
40233,Fresno europeo,14/04/2011 12:10,Bajo (2 - 4 mts),54,Mediano,-68.8451324779,-32.8815412277,1,Parque Central,1655357.93265,0,Bajo
18528,Paraiso,05/07/2011 13:06,Alto (> 8 mts),250,Grande,-68.8376464793,-32.8735755326,4,Cuarta Oeste,1173332.70145,0,Muy alto
7515,Morera,15/06/2011 09:43,Bajo (2 - 4 mts),34,Mediano,-68.8585525069,-32.8827613274,7,Residencial Parque,1786336.08966,0,Bajo
20687,Morera,01/06/2011 10:25,Bajo (2 - 4 mts),65,Grande,-68.8610506928,-32.8979118145,5,Residencial Sur,2423808.92355,1,Medio
18634,Fresno europeo,04/07/2011 10:44,Alto (> 8 mts),180,Grande,-68.8354653663,-32.8751522696,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
45847,Morera,26/08/2011 10:32,Medio (4 - 8 mts),185,Grande,-68.8212961067,-32.8687451409,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
33155,Morera,09/06/2011 09:09,Alto (> 8 mts),145,Grande,-68.852949878,-32.8919422846,5,Residencial Sur,2423808.92355,0,Alto
32000,Morera,03/06/2011 11:28,Alto (> 8 mts),133,Grande,-68.8588297455,-32.8871540418,5,Residencial Sur,2423808.92355,0,Alto
198,Fresno europeo,24/02/2012 10:43,Bajo (2 - 4 mts),20,Chico,-68.8584029873,-32.8645344121,6,Residencial Norte,2694682.37982,0,Bajo
30909,Olmo bola,17/02/2011 09:50,Medio (4 - 8 mts),50,Mediano,-68.8540091296,-32.8658145933,6,Residencial Norte,2694682.37982,0,Bajo
18365,Pltano,01/08/2011 10:29,Alto (> 8 mts),170,Grande,-68.8368700884,-32.8677383068,4,Cuarta Oeste,1173332.70145,1,Muy alto
47011,Morera,15/09/2011 14:57,Medio (4 - 8 mts),100,Grande,-68.8306022175,-32.8720433209,4,Cuarta Este Área Fundacional,1822015.85685,0,Medio
7314,Morera,22/06/2011 10:28,Bajo (2 - 4 mts),45,Mediano,-68.8611776296,-32.9005913802,5,Residencial Sur,2423808.92355,0,Bajo
874,Aguaribay,14/12/2011 11:25,Bajo (2 - 4 mts),50,Mediano,-68.8802638316,-32.8656702354,8,Aeroparque,2203364.73622,0,Bajo
38193,Fresno europeo,21/10/2010 10:44,Bajo (2 - 4 mts),30,Mediano,-68.8458092195,-32.873318779,6,Residencial Norte,2694682.37982,0,Bajo
34800,Morera,30/03/2011 10:24,Alto (> 8 mts),180,Grande,-68.8507368347,-32.876066356,6,Residencial Norte,2694682.37982,0,Muy alto
46792,Morera,07/09/2011 11:03,Medio (4 - 8 mts),200,Grande,-68.832066686,-32.8720050799,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
6515,Acacia SP,06/05/2011 12:22,Alto (> 8 mts),120,Grande,-68.8512490087,-32.8927384979,5,Residencial Sur,2423808.92355,1,Alto
5524,Morera,27/04/2011 12:15,Medio (4 - 8 mts),38,Mediano,-68.8381155298,-32.8758393591,1,Parque Central,1655357.93265,0,Bajo
15436,Perenne,18/11/2011 14:17,Bajo (2 - 4 mts),120,Grande,-68.8594380981,-32.8714633,6,Residencial Norte,2694682.37982,0,Alto
46579,Morera,07/09/2011 08:42,Alto (> 8 mts),148,Grande,-68.8328154519,-32.8695251617,4,Cuarta Oeste,1173332.70145,0,Alto
30806,Fresno europeo,14/02/2011 11:25,Alto (> 8 mts),76,Grande,-68.8563171793,-32.865545187,6,Residencial Norte,2694682.37982,0,Medio
35891,Morera,28/03/2011 09:58,Medio (4 - 8 mts),60,Mediano,-68.8534230478,-32.8762872917,6,Residencial Norte,2694682.37982,0,Medio
6678,Morera,10/05/2011 11:10,Alto (> 8 mts),112,Grande,-68.8521982749,-32.8959431551,5,Residencial Sur,2423808.92355,0,Alto
32588,Fresno europeo,17/06/2011 09:59,Alto (> 8 mts),120,Grande,-68.8533056728,-32.8892892026,5,Residencial Sur,2423808.92355,0,Alto
527,Morera,08/03/2012 18:12,Alto (> 8 mts),200,Grande,-68.8212348059,-32.8686191317,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
31057,Fresno europeo,16/02/2011 10:18,Medio (4 - 8 mts),80,Grande,-68.855051563200007,-32.865047479,6,Residencial Norte,2694682.37982,0,Medio
14969,Acacia SP,21/12/2011 16:43,Bajo (2 - 4 mts),70,Grande,-68.880748065,-32.8718458959,8,Aeroparque,2203364.73622,0,Medio
41778,Morera,27/04/2011 10:42,Medio (4 - 8 mts),130,Grande,-68.8419798738,-32.8782537226,1,Parque Central,1655357.93265,0,Alto
7306,Morera,10/05/2011 10:12,Alto (> 8 mts),48,Mediano,-68.8561625455,-32.9016082931,5,Residencial Sur,2423808.92355,0,Bajo
44677,Fresno europeo,19/08/2011 10:25,Muy bajo (1 - 2 mts),6,Chico,-68.8240902967,-32.8675951128,4,Cuarta Este Área Fundacional,1822015.85685,0,Bajo
29250,Pltano,23/02/2011 17:07,Alto (> 8 mts),250,Grande,-68.8453975865,-32.8881553155,2,Barrio Civico,2366816.36021,0,Muy alto
15900,Tilo,28/11/2011 12:21,Bajo (2 - 4 mts),48,Mediano,-68.8718683327,-32.8755737036,7,Residencial Parque,1786336.08966,0,Bajo
25465,Morera,08/02/2011 13:15,Alto (> 8 mts),145,Grande,-68.8406117797,-32.9004868243,2,Barrio Civico,2366816.36021,1,Alto
19403,Morera,05/07/2011 09:30,Alto (> 8 mts),145,Grande,-68.8358036409,-32.8734865646,4,Cuarta Oeste,1173332.70145,0,Alto
28104,Morera,14/03/2011 16:37,Alto (> 8 mts),210,Grande,-68.8477968823,-32.8923963792,2,Barrio Civico,2366816.36021,0,Muy alto
16428,Paraiso,12/08/2011 10:17,Medio (4 - 8 mts),85,Grande,-68.8420333752,-32.8644526646,4,Cuarta Oeste,1173332.70145,0,Medio
2786,Morera,21/10/2011 16:33,Medio (4 - 8 mts),180,Grande,-68.8354423837,-32.8798514071,1,Parque Central,1655357.93265,1,Muy alto
38122,Fresno europeo,03/12/2010 11:50,Alto (> 8 mts),220,Grande,-68.8459935383,-32.8729974809,6,Residencial Norte,2694682.37982,0,Muy alto
22231,Fresno europeo,14/06/2011 11:31,Alto (> 8 mts),103,Grande,-68.8556391194,-32.8979854836,5,Residencial Sur,2423808.92355,0,Medio
47506,Morera,29/08/2011 14:19,Alto (> 8 mts),125,Grande,-68.8271899405,-32.8711028035,4,Cuarta Este Área Fundacional,1822015.85685,0,Alto
2354,Prunas,03/11/2011 17:51,Bajo (2 - 4 mts),50,Mediano,-68.8346532094,-32.8860587374,3,Parque O'Higgins,1531146.02653,0,Bajo
34940,Fresno europeo,04/04/2011 12:21,Medio (4 - 8 mts),70,Grande,-68.8566283083,-32.8793432391,7,Residencial Parque,1786336.08966,0,Medio
1026,Aguaribay,14/12/2011 11:03,Medio (4 - 8 mts),120,Grande,-68.8816496779,-32.8650925491,8,Aeroparque,2203364.73622,0,Alto
45427,Morera,09/09/2011 15:39,Alto (> 8 mts),180,Grande,-68.8259597087,-32.872717907,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
13156,Fresno europeo,18/02/2011 12:42,Medio (4 - 8 mts),90,Grande,-68.8466214926,-32.864908242,4,Cuarta Oeste,1173332.70145,0,Medio
31719,Morera,18/05/2011 09:53,Muy bajo (1 - 2 mts),10,Chico,-68.8605645376,-32.8901689016,5,Residencial Sur,2423808.92355,0,Bajo
41703,Morera,28/04/2011 10:02,Medio (4 - 8 mts),60,Mediano,-68.8387142756,-32.8780530106,1,Parque Central,1655357.93265,0,Medio
26326,Pltano,20/10/2011 11:51,Alto (> 8 mts),170,Grande,-68.8321350602,-32.890034593,3,Parque O'Higgins,1531146.02653,0,Muy alto
24659,Morera,18/01/2011 13:58,Medio (4 - 8 mts),150,Grande,-68.8430630626,-32.9010119764,2,Barrio Civico,2366816.36021,0,Alto
25038,Fresno europeo,15/02/2011 08:24,Medio (4 - 8 mts),108,Grande,-68.8365245309,-32.8968030834,2,Barrio Civico,2366816.36021,0,Medio
11671,Morera,26/01/2011 13:29,Alto (> 8 mts),145,Grande,-68.8493938781,-32.8682702176,6,Residencial Norte,2694682.37982,0,Alto
934,Morera,13/01/2012 19:17,Medio (4 - 8 mts),100,Grande,-68.8503960711,-32.8729352534,6,Residencial Norte,2694682.37982,0,Medio
23698,Fresno americano,24/01/2011 19:40,Medio (4 - 8 mts),86,Grande,-68.8491759235,-32.9004538062,2,Barrio Civico,2366816.36021,0,Medio
44693,Morera,19/08/2011 10:00,Medio (4 - 8 mts),195,Grande,-68.8234089927,-32.8673115673,4,Cuarta Este Área Fundacional,1822015.85685,1,Muy alto
966,Morera,25/01/2012 08:17,Alto (> 8 mts),150,Grande,-68.8497790292,-32.8729285501,6,Residencial Norte,2694682.37982,0,Alto
926,Fresno europeo,15/01/2012 19:35,Muy bajo (1 - 2 mts),2,Chico,-68.8533221847,-32.8717768911,6,Residencial Norte,2694682.37982,0,Bajo
43795,Fresno europeo,18/10/2011 16:48,Medio (4 - 8 mts),80,Grande,-68.832404283,-32.8823683316,3,Parque O'Higgins,1531146.02653,0,Medio
11043,Morera,04/04/2011 11:47,Medio (4 - 8 mts),45,Mediano,-68.8575221005,-32.880243163,7,Residencial Parque,1786336.08966,0,Bajo
39549,Morera,28/10/2010 13:29,Alto (> 8 mts),140,Grande,-68.8489428821,-32.8687876208,6,Residencial Norte,2694682.37982,1,Alto
21422,Morera,10/05/2011 11:12,Alto (> 8 mts),100,Grande,-68.8567105252,-32.8924905937,5,Residencial Sur,2423808.92355,0,Medio
7991,Fresno europeo,18/02/2011 13:31,Alto (> 8 mts),56,Mediano,-68.840339448,-32.8887139413,3,Parque O'Higgins,1531146.02653,0,Bajo
15704,Morera,18/11/2011 08:16,Bajo (2 - 4 mts),40,Mediano,-68.8606449773,-32.8690074097,6,Residencial Norte,2694682.37982,0,Bajo
37818,Olmo bola,10/12/2010 09:49,Alto (> 8 mts),200,Grande,-68.8484341681,-32.8722284638,6,Residencial Norte,2694682.37982,1,Muy alto
1089,Perenne,13/12/2011 18:46,Muy bajo (1 - 2 mts),100,Grande,-68.8809361263,-32.8675732768,8,Aeroparque,2203364.73622,0,Medio
5087,lamo blanco,11/08/2011 13:59,Medio (4 - 8 mts),12,Chico,-68.8385155259,-32.8624960454,4,Cuarta Oeste,1173332.70145,0,Bajo
44657,Fresno europeo,19/08/2011 11:19,Alto (> 8 mts),195,Grande,-68.8227590804,-32.8675992815,4,Cuarta Este Área Fundacional,1822015.85685,0,Muy alto
19188,Morera,18/07/2011 09:43,Alto (> 8 mts),104,Grande,-68.8412762519,-32.8725115935,4,Cuarta Oeste,1173332.70145,0,Medio
38831,Paraiso,14/12/2010 11:31,Alto (> 8 mts),160,Grande,-68.8494681237,-32.8711393322,6,Residencial Norte,2694682.37982,0,Muy alto
38289,Pltano,01/12/2010 12:14,Alto (> 8 mts),270,Grande,-68.8461834111,-32.8712404614,6,Residencial Norte,2694682.37982,0,Muy alto
